Project,Statement,Rank1,Rank2,Difference
Chart1,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer#1797,24,42,18
Chart2,org.jfree.data.general.DatasetUtilities#755,94,79,-15
Chart2,org.jfree.data.general.DatasetUtilities#757,89,51,-38
Chart2,org.jfree.data.general.DatasetUtilities#758,333,333,0
Chart2,org.jfree.data.general.DatasetUtilities#761,334,334,0
Chart2,org.jfree.data.general.DatasetUtilities#1242,63,153,90
Chart2,org.jfree.data.general.DatasetUtilities#1243,104,154,50
Chart2,org.jfree.data.general.DatasetUtilities#1245,514,514,0
Chart2,org.jfree.data.general.DatasetUtilities#1248,515,515,0
Chart3,org.jfree.data.time.TimeSeries#1056,41,13,-28
Chart3,org.jfree.data.time.TimeSeries#1057,17,12,-5
Chart4,org.jfree.chart.plot.XYPlot#4493,92,241,149
Chart5,org.jfree.data.xy.XYSeries#548,3,8,5
Chart6,org.jfree.chart.util.ShapeList#111,9,29,20
Chart7,org.jfree.data.time.TimePeriodValues#300,22,86,64
Chart7,org.jfree.data.time.TimePeriodValues#302,104,87,-17
Chart8,org.jfree.data.time.Week#175,4,15,11
Chart9,org.jfree.data.time.TimeSeries#944,12,10,-2
Chart10,org.jfree.chart.imagemap.StandardToolTipTagFragmentGenerator#65,1,1,0
Chart11,org.jfree.chart.util.ShapeUtilities#275,2,5,3
Chart12,org.jfree.chart.plot.MultiplePiePlot#145,187,97,-90
Chart13,org.jfree.chart.block.BorderArrangement#454,102,21,-81
Chart14,org.jfree.chart.plot.XYPlot#2293,188,8,-180
Chart14,org.jfree.chart.plot.XYPlot#2529,208,29,-179
Chart14,org.jfree.chart.plot.CategoryPlot#2166,219,442,223
Chart14,org.jfree.chart.plot.CategoryPlot#2448,206,16,-190
Chart15,org.jfree.chart.plot.PiePlot#1379,5301,5301,0
Chart15,org.jfree.chart.plot.PiePlot#2051,19,16,-3
Chart16,org.jfree.data.category.DefaultIntervalCategoryDataset#207,29,13,-16
Chart16,org.jfree.data.category.DefaultIntervalCategoryDataset#208,41,11,-30
Chart16,org.jfree.data.category.DefaultIntervalCategoryDataset#338,13,5,-8
Chart17,org.jfree.data.time.TimeSeries#857,4,5,1
Chart18,org.jfree.data.DefaultKeyedValues#318,11,7,-4
Chart18,org.jfree.data.DefaultKeyedValues#335,1,16,15
Chart18,org.jfree.data.DefaultKeyedValues2D#455,4,5,1
Chart18,org.jfree.data.DefaultKeyedValues2D#458,3,9,6
Chart18,org.jfree.data.DefaultKeyedValues2D#460,46,21,-25
Chart19,org.jfree.chart.plot.CategoryPlot#698,145,25,-120
Chart19,org.jfree.chart.plot.CategoryPlot#973,6,1,-5
Chart20,org.jfree.chart.plot.ValueMarker#95,8,11,3
Chart21,org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset#158,16,91,75
Chart21,org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset#159,103,92,-11
Chart21,org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset#160,117,93,-24
